text,type,category,severity
"There is a water leakage in Velachery for the past 4 days, causing inconvenience",Complaint,Water,High
Please arrange to fix the blocked drainage in Guindy,Request,Drainage,Low
Please arrange to fix the mosquito problem in Guindy,Request,Health,Low
It would be better if authorities improve the public toilet unclean situation in Anna Nagar,Suggestion,Health,Low
It would be better if authorities improve the public toilet unclean situation in Guindy,Suggestion,Health,Low
Please arrange to fix the road collapse in Perambur,Request,Road,Low
It would be better if authorities improve the overflowing dustbin situation in Anna Nagar,Suggestion,Garbage,Low
It would be better if authorities improve the sewage issue situation in Guindy,Suggestion,Drainage,Low
It would be better if authorities improve the electric pole issue situation in Guindy,Suggestion,Electricity,Low
Please arrange to fix the street light not working in Guindy,Request,Electricity,Low
Please arrange to fix the traffic congestion in Anna Nagar,Request,Transport,Low
Please arrange to fix the pothole in Velachery,Request,Road,Low
"There is a dirty water in T Nagar for the past 2 days, causing inconvenience",Complaint,Water,Medium
It would be better if authorities improve the damaged bus stop situation in Perambur,Suggestion,Transport,Low
It would be better if authorities improve the road collapse situation in T Nagar,Suggestion,Road,Low
Please arrange to fix the power cut in Velachery,Request,Electricity,Low
It would be better if authorities improve the no water supply situation in Anna Nagar,Suggestion,Water,Low
"There is a electric pole issue in Adyar for the past 4 days, causing inconvenience",Complaint,Electricity,High
Please arrange to fix the overflowing dustbin in Tambaram,Request,Garbage,Low
"There is a bad smell from waste in Guindy for the past 4 days, causing inconvenience",Complaint,Garbage,High
It would be better if authorities improve the traffic congestion situation in Perambur,Suggestion,Transport,Low
It would be better if authorities improve the public toilet unclean situation in Perambur,Suggestion,Health,Low
Please arrange to fix the blocked drainage in Perambur,Request,Drainage,Low
"There is a pothole in Anna Nagar for the past 2 days, causing inconvenience",Complaint,Road,Medium
"There is a traffic congestion in T Nagar for the past 4 days, causing inconvenience",Complaint,Transport,High
Please arrange to fix the damaged bus stop in Anna Nagar,Request,Transport,Low
"There is a no water supply in Perambur for the past 1 days, causing inconvenience",Complaint,Water,Low
Please arrange to fix the drainage overflow in Guindy,Request,Drainage,Low
Please arrange to fix the power cut in Velachery,Request,Electricity,Low
Please arrange to fix the pipe burst in Adyar,Request,Water,Low
"There is a mosquito problem in Anna Nagar for the past 4 days, causing inconvenience",Complaint,Health,High
Please arrange to fix the public toilet unclean in Perambur,Request,Health,Low
Please arrange to fix the no water supply in Guindy,Request,Water,Low
"There is a power cut in Adyar for the past 3 days, causing inconvenience",Complaint,Electricity,High
"There is a electric pole issue in Velachery for the past 3 days, causing inconvenience",Complaint,Electricity,High
"There is a street light not working in Adyar for the past 1 days, causing inconvenience",Complaint,Electricity,Low
It would be better if authorities improve the stagnant water causing disease situation in T Nagar,Suggestion,Health,Low
It would be better if authorities improve the stagnant water causing disease situation in Adyar,Suggestion,Health,Low
"There is a garbage not collected in Guindy for the past 4 days, causing inconvenience",Complaint,Garbage,High
"There is a power cut in Perambur, causing inconvenience",Complaint,Electricity,Low
Please arrange to fix the power cut in Perambur,Request,Electricity,Low
It would be better if authorities improve the water leakage situation in Anna Nagar,Suggestion,Water,Low
Please arrange to fix the pothole in Adyar,Request,Road,Low
Please arrange to fix the traffic congestion in Guindy,Request,Transport,Low
Please arrange to fix the damaged bus stop in Tambaram,Request,Transport,Low
Please arrange to fix the stagnant water causing disease in Perambur,Request,Health,Low
It would be better if authorities improve the bus delay situation in Perambur,Suggestion,Transport,Low
Please arrange to fix the water leakage in Anna Nagar,Request,Water,Low
It would be better if authorities improve the stagnant water causing disease situation in Perambur,Suggestion,Health,Low
Please arrange to fix the pothole in Guindy,Request,Road,Low
"There is a power cut in Perambur for the past 1 days, causing inconvenience",Complaint,Electricity,Low
It would be better if authorities improve the garbage not collected situation in Guindy,Suggestion,Garbage,Low
It would be better if authorities improve the no water supply situation in Perambur,Suggestion,Water,Low
It would be better if authorities improve the dirty water situation in Adyar,Suggestion,Water,Low
"There is a pothole in T Nagar for the past 3 days, causing inconvenience",Complaint,Road,High
Please arrange to fix the road damage in Perambur,Request,Road,Low
It would be better if authorities improve the stagnant water causing disease situation in Adyar,Suggestion,Health,Low
Please arrange to fix the garbage not collected in Tambaram,Request,Garbage,Low
Please arrange to fix the damaged bus stop in Velachery,Request,Transport,Low
Please arrange to fix the blocked drainage in Perambur,Request,Drainage,Low
"There is a dirty water in Guindy for the past 2 days, causing inconvenience",Complaint,Water,Medium
"There is a bus delay in Perambur for the past 2 days, causing inconvenience",Complaint,Transport,Medium
Please arrange to fix the pipe burst in Velachery,Request,Water,Low
"There is a overflowing dustbin in Adyar, causing inconvenience",Complaint,Garbage,High
"There is a pipe burst in Guindy for the past 1 days, causing inconvenience",Complaint,Water,High
Please arrange to fix the blocked drainage in Adyar,Request,Drainage,Low
"There is a drainage overflow in Perambur for the past 5 days, causing inconvenience",Complaint,Drainage,High
It would be better if authorities improve the water leakage situation in Guindy,Suggestion,Water,Low
"There is a road damage in Velachery for the past 5 days, causing inconvenience",Complaint,Road,High
"There is a bus delay in Adyar for the past 3 days, causing inconvenience",Complaint,Transport,High
"There is a bus delay in Adyar for the past 1 days, causing inconvenience",Complaint,Transport,Low
"There is a garbage not collected in Adyar for the past 5 days, causing inconvenience",Complaint,Garbage,High
It would be better if authorities improve the stagnant water causing disease situation in T Nagar,Suggestion,Health,Low
"There is a public toilet unclean in Adyar for the past 3 days, causing inconvenience",Complaint,Health,High
"There is a garbage not collected in Anna Nagar, causing inconvenience",Complaint,Garbage,Low
"There is a bad smell from waste in Guindy for the past 3 days, causing inconvenience",Complaint,Garbage,High
Please arrange to fix the mosquito problem in Velachery,Request,Health,Low
"There is a electric pole issue in Adyar for the past 5 days, causing inconvenience",Complaint,Electricity,High
Please arrange to fix the electric pole issue in Tambaram,Request,Electricity,Low
Please arrange to fix the road damage in Anna Nagar,Request,Road,Low
"There is a garbage not collected in Adyar for the past 3 days, causing inconvenience",Complaint,Garbage,High
"There is a bus delay in T Nagar for the past 1 days, causing inconvenience",Complaint,Transport,Low
It would be better if authorities improve the road collapse situation in Anna Nagar,Suggestion,Road,Low
"There is a road collapse in Tambaram, causing inconvenience",Complaint,Road,High
Please arrange to fix the stagnant water causing disease in Tambaram,Request,Health,Low
"There is a blocked drainage in T Nagar for the past 2 days, causing inconvenience",Complaint,Drainage,Medium
It would be better if authorities improve the bus delay situation in Tambaram,Suggestion,Transport,Low
Please arrange to fix the damaged bus stop in Velachery,Request,Transport,Low
"There is a no water supply in Perambur, causing inconvenience",Complaint,Water,Low
It would be better if authorities improve the blocked drainage situation in Adyar,Suggestion,Drainage,Low
"There is a stagnant water causing disease in Velachery for the past 3 days, causing inconvenience",Complaint,Health,High
"There is a pipe burst in Anna Nagar, causing inconvenience",Complaint,Water,High
